Player,Position,Minutes,Goals,Assists,Total Shoot,Touches,Expected Goals (xG),Carries
Vedat Muriqi,AM,28,0,0,1,15,0.2,8
Omar Mascarell,DM,90,0,0,0,57,0,15
Samu Costa,DM,87,0,0,1,41,0,14
Manu Morlanes,DM,3,0,0,0,2,0,0
Johan Mojica,LB,90,0,0,0,61,0,22
Copete,CB,90,0,0,1,38,0,12
Antonio Raillo,CB,90,0,0,3,47,0,13
Antonio Sánchez,RB,90,0,0,0,47,0,20
Leo Román,GK,90,0,0,0,39,0,18
Mikel Oyarzabal,FW,59,0,0,0,13,0,5
Orri Steinn Óskarsson,FW,31,0,0,1,6,0.1,5
Ander Barrenetxea,LM,77,0,0,3,43,0.2,23
Sheraldo Becker,LM,13,0,0,1,17,0,14
Luka Sučić,CM,90,0,0,4,64,0.2,33
Beñat Turrientes,CM,60,0,0,1,27,0,16
Pablo Marín,CM,30,0,0,0,17,0,13
Sergio Gómez,RM,45,0,0,1,26,0,14
Takefusa Kubo,RM,45,0,0,1,28,0,18
Martín Zubimendi,DM,90,0,0,1,76,0,44
Aihen Muñoz,LB,90,0,0,0,69,0,35
Nayef Aguerd,CB,90,0,0,0,95,0,64
Igor Zubeldia,CB,90,0,0,0,79,0,49
Aritz Elustondo,RB,59,0,0,0,50,0,27
Álvaro Odriozola,RB,31,0,0,0,22,0,17
Álex Remiro,GK,90,0,0,0,37,0,24
Vitor Roque,FW,85,0,0,4,30,1,17
Ezequiel Ávila,FW,5,0,0,0,9,0,3
Abde Ezzalzouli,LW,85,0,0,4,47,0.5,35
Juanmi,LW,5,0,0,1,8,0,7
Pablo Fornals,RW,76,0,0,2,56,0.1,36
Aitor Ruibal,RW,14,0,0,0,12,0,10
Giovani Lo Celso,AM,77,2,0,3,61,1,40
Iker Losada,AM,13,0,0,0,16,0,10
Marc Roca,DM,90,0,1,0,52,0,39
Sergi Altimira,DM,90,0,0,0,51,0,34
Romain Perraud,LB,45,0,0,1,23,0,16
Ricardo Rodríguez,LB,45,0,0,0,30,0,15
Natan,CB,90,0,0,0,74,0,42
Diego Llorente,CB,90,0,0,1,77,0.4,52
Héctor Bellerín,RB,90,0,0,0,74,0,36
Rui Silva,GK,90,0,0,0,46,0,28
Bertuğ Yıldırım,FW,74,0,0,0,21,0,5
Borja Mayoral,FW,16,0,0,1,17,0,10
Peter Federico,LW,45,0,0,0,19,0,3
Carles Pérez,LW,45,0,0,1,20,0,17
Alex Sola,RW,61,0,0,1,17,0,9
Mauro Arambarri,RW,29,1,0,2,17,0.2,13
Carles Aleñá,AM,74,0,0,0,28,0,16
Jesús Santiago,AM,16,0,0,0,11,0,4
Chrisantus Uche,DM,90,0,0,3,44,0.1,25
Luis Milla,DM,74,0,0,2,29,0.1,12
Alberto Risco,DM,16,0,0,0,14,0,9
Diego Rico,LB,90,0,1,1,53,0,14
Omar Alderete,CB,90,0,0,3,45,0.1,16
Djené,CB,90,0,0,1,35,0,10
Iglesias,RB,90,0,0,0,43,0,16
David Soria,GK,90,0,0,0,28,0,8
Sébastien Haller,FW,79,0,0,2,26,0.3,11
Diego,FW,11,0,0,1,5,0.1,1
Miguel,FW,90,0,0,3,31,0.4,15
Roberto López,CM,79,0,0,1,47,0,11
Munir El Haddadi,LM,11,0,0,0,6,0,3
Seydouba Cissé,CM,90,0,0,1,72,0,23
Darko Brašanac,CM,71,0,0,0,30,0,7
Juan Cruz,"RM,CM",19,0,0,2,21,0.1,8
Enric Franquesa,LB,90,0,0,2,55,0.1,18
Matija Nastasić,CB,90,0,0,0,49,0,30
Sergi,CB,90,0,0,1,77,0,42
Jorge Sáenz,CB,71,0,0,0,67,0,36
Renato Tapia,"CM,CB",19,0,0,0,17,0,8
Valentin Rosier,RB,90,0,0,1,62,0,27
Juan Soriano,GK,90,0,0,0,25,0,11
Álvaro djaló,"FW,RW",55,0,0,1,19,0,17
Iñaki Williams,RW,35,1,0,2,12,0.6,11
Álex Berenguer,LW,90,0,0,2,59,0.1,32
Nico Williams,RW,45,0,0,0,30,0,26
Gorka Guruzeta,FW,45,0,1,0,18,0,8
Unai Gómez,AM,56,0,0,0,21,0,14
Oihan Sancet,AM,34,0,0,0,15,0,9
Mikel Vesga,DM,56,0,0,1,40,0,21
Beñat Prados,DM,34,0,0,0,16,0,6
Iñigo Ruiz de Galarreta,DM,62,0,0,1,54,0,36
Ander Herrera,DM,28,0,0,0,17,0,5
Yuri Berchiche,LB,90,0,0,0,66,0,40
Unai Núñez,CB,90,0,0,1,66,0.2,42
Daniel Vivian,CB,90,1,0,2,70,0.3,41
Andoni Gorosabel,RB,90,0,1,0,80,0,41
Julen Agirrezabala,GK,90,0,0,0,37,0,20
Toni Martínez,FW,75,0,0,2,26,0.1,8
Kiké,FW,15,0,0,1,6,0.1,4
Carlos Martín,LW,76,1,0,1,30,0.5,11
Abderrahman Rebbach,LW,14,0,0,0,9,0,2
Carlos Vicente,RW,90,1,0,2,25,0.1,13
Stoichkov,AM,70,0,0,2,23,0.3,8
Jon Guridi,AM,20,0,0,0,7,0,0
Ander Guevara,DM,70,0,0,0,26,0,6
Antonio Blanco,DM,20,0,0,0,8,0,3
Joan Jordán,DM,88,0,0,1,52,0,12
Santiago Mouriño,DM,2,0,0,0,2,0,1
Manu Sánchez,LB,90,0,0,0,36,0,8
Aleksandar Sedlar,CB,90,0,0,0,33,0,14
Abdel Abqar,CB,90,0,0,0,40,0,14
Nahuel Tenaglia,RB,90,0,1,1,43,0,12
Antonio Sivera,GK,90,0,0,0,30,0,10
Isaac Romero,FW,13,0,0,1,9,0,3
Kelechi Iheanacho,FW,77,0,0,0,23,0,17
Peque,"LW,AM",90,0,0,1,44,0,32
Dodi Lukebakio,RW,90,1,0,2,32,0.2,24
Saúl Ñíguez,"LM,DM",90,0,1,2,52,0.2,29
Lucien Agoume,CM,65,0,0,0,45,0,22
Chidera Ejuke,"LW,CM",25,0,0,1,14,0,12
Djibril Sow,RM,69,0,0,0,32,0,21
Nemanja Gudelj,DM,21,0,0,0,20,0,12
Adrià Pedrosa,LB,65,0,0,1,56,0,25
Valentín Barco,LB,25,0,0,0,13,0,13
Kike Salas,CB,90,0,0,0,110,0,64
Tanguy Nianzou,CB,69,0,0,0,67,0,44
Loïc Bade,CB,21,0,0,0,29,0,17
Carmona,RB,90,0,0,0,88,0,46
Ørjan Nyland,GK,90,0,0,0,31,0,19
Juanmi Latasa,FW,90,0,0,3,29,0.2,17
Raúl Moro,LW,77,0,0,4,31,0.3,17
Mamadou Sylla,LW,13,0,0,1,9,0.3,2
Darwin Machís,RW,60,0,0,2,33,0.1,9
Iván Sánchez,RW,30,0,0,0,20,0,7
Selim Amallah,AM,45,0,0,1,21,0,10
Kike Pérez,AM,45,0,0,1,23,0,7
Stanko Jurić,DM,90,0,0,0,44,0,3
Víctor Meseguer,DM,90,0,0,1,37,0,9
Lucas Oliveira Rosa,LB,90,0,0,0,47,0,14
Cenk Özkacar,CB,13,0,0,0,5,0,1
David Torres,CB,77,0,0,1,26,0,8
Abdulai Juma Bah,CB,77,0,0,0,29,0,6
Eray Cömert,CB,13,0,0,0,4,0,1
Luis Pérez,RB,90,0,0,1,54,0,20
Karl Jakob Hein,GK,90,0,0,0,32,0,8
Orri Steinn Óskarsson,FW,60,0,0,0,12,0,2
Mikel Oyarzabal,"FW,AM",30,0,0,2,8,0.4,5
Sheraldo Becker,FW,90,0,0,6,29,0.4,15
Takefusa Kubo,AM,80,0,0,0,49,0,35
Umar Sadiq,FW,10,0,0,1,7,0.1,4
Beñat Turrientes,LM,90,0,0,1,56,0,33
Luka Sučić,RM,60,0,0,1,41,0.1,20
Olasagasti,RM,30,0,0,1,17,0.1,6
Martín Zubimendi,DM,90,0,0,1,87,0.3,40
Sergio Gómez,LB,90,0,0,0,73,0,30
Nayef Aguerd,CB,80,0,0,0,87,0,57
Jon Pacheco,CB,10,0,0,0,17,0,10
Igor Zubeldia,CB,90,0,0,0,93,0,52
Jon Aramburu,RB,90,0,0,1,74,0,32
Álex Remiro,GK,90,0,0,0,32,0,21
Ante Budimir,FW,75,1,0,2,24,0.9,9
Raúl,FW,15,0,0,2,7,0.2,3
Bryan Zaragoza,LM,63,0,0,3,19,0.1,13
Rubén Peña,RM,27,0,0,0,12,0,8
Aimar Oroz,CM,90,1,0,1,37,0,19
Jon Moncayola,CM,88,0,0,2,38,0.1,13
Pablo Ibáñez,CM,2,0,0,1,3,0.5,2
Rubén García,RM,63,0,1,0,35,0,18
Moi Gómez,LM,27,0,0,1,11,0.1,6
Lucas Torró,DM,90,0,0,0,31,0,7
Abel,LB,88,0,0,0,66,0,22
Juan Cruz Armada,LB,2,0,0,0,2,0,1
Enzo Boyomo,CB,90,0,0,0,56,0,27
Catena,CB,90,0,0,0,38,0,14
Jesús Areso,RB,90,0,0,0,50,0,15
Sergio Herrera,GK,90,0,0,0,39,0,23
Fábio Silva,"FW,RW,LW",90,0,0,4,37,0.3,22
Alberto Moleiro,LW,73,1,0,1,47,0.2,32
Adnan Januzaj,CM,17,0,0,0,11,0,11
Sandro Ramírez,RW,45,0,1,0,17,0,9
Oliver McBurnie,FW,45,0,0,1,18,0,10
Kirian Rodríguez,CM,90,0,0,1,65,0.1,45
Dario Essugo,CM,73,0,0,2,65,0,41
Jaime Mata,RW,17,0,0,0,4,0,1
Javier Muñoz,CM,90,0,0,1,49,0.1,32
Álex Muñoz,"CB,LB",90,0,0,1,67,0.1,37
Mika Màrmol,CB,44,0,0,0,39,0,23
Daley Sinkgraven,LB,46,0,0,0,43,0,24
Juan Herzog,CB,90,0,0,0,57,0,43
Marvin,RB,44,0,0,0,32,0,16
Viti,RB,46,0,0,0,35,0,17
Jasper Cillessen,GK,90,0,0,0,51,0,34
Dani Gómez,FW,78,1,0,2,16,0.1,11
Germán Valera,RW,12,0,0,0,6,0,3
Luis Rioja,LW,87,1,0,1,23,0,11
Sergi Canós,LW,3,0,0,0,7,0,4
Diego López,"RW,FW",90,0,0,1,24,0.1,17
Javier Guerra,AM,87,0,0,3,26,0.1,20
Domingos André Ribeiro Almeida,AM,3,0,0,0,1,0,0
José Luis García Vayá,DM,90,0,2,0,64,0,29
Enzo Barrenechea,DM,67,0,0,0,36,0,18
Hugo Guillamón,DM,23,0,0,0,12,0,5
Jesus Vazquez,LB,90,0,0,0,46,0,16
Cristhian Mosquera,CB,90,0,0,1,38,0.1,22
César Tárrega,CB,90,0,0,0,46,0,24
Thierry Correia,RB,78,0,0,0,45,0,19
Dimitri Foulquier,RB,12,0,0,0,6,0,1
Giorgi Mamardashvili,GK,90,0,0,0,20,0,9
Abel Ruiz,FW,61,0,0,0,24,0,14
Gabriel Osei Misehouy,"AM,FW",29,0,0,2,15,0.1,11
Bojan Miovski,FW,77,0,0,1,14,0.1,8
Cristhian Stuani,FW,13,0,0,0,4,0,4
Arnaut Danjuma,LM,78,0,0,2,58,0,28
Bryan Gil,LW,12,0,0,0,17,0,11
Oriol Romeu,CM,61,0,0,0,46,0,16
Yangel Herrera,"DM,CM",29,0,0,1,33,0.1,18
Jhon Solis,CM,78,0,0,0,48,0,27
Donny van de Beek,DM,12,0,0,0,7,0,2
Yaser Asprilla,"RM,RW",90,0,0,0,56,0,30
Daley Blind,LB,90,0,0,0,100,0,42
Ladislav Krejčí,CB,90,0,0,1,110,0.1,62
Juanpe,CB,90,0,0,0,98,0,46
Alejandro Francés,RB,90,0,0,1,100,0.1,45
Paulo Gazzaniga,GK,90,0,0,0,37,0,19
Kylian Mbappé,FW,90,1,1,8,60,1.9,39
Rodrygo,"LW,RW",83,1,0,3,50,0.6,36
Endrick,RW,7,0,0,1,7,0,7
Arda Güler,RW,54,0,0,2,51,0.1,36
Vinicius Júnior,LW,36,1,1,2,24,0.1,19
Jude Bellingham,LM,83,0,0,4,75,0.1,48
Antonio Rüdiger,"CB,LM",7,0,0,0,11,0,5
Federico Valverde,"CM,LM",90,0,0,1,93,0,45
Luka Modrić,RM,90,0,0,2,105,0.1,60
Fran Garcia,LB,90,0,0,3,74,0.2,36
Éder Militão,CB,90,0,0,3,99,0.2,55
Aurélien Tchouaméni,"CB,CM",90,0,0,0,89,0,51
Dani Carvajal,RB,58,1,0,1,62,1,39
Lucas Vázquez,RB,32,0,0,0,29,0,13
Thibaut Courtois,GK,90,0,0,0,32,0,16
Javi Puado,FW,80,0,0,2,27,0,13
Pere Milla,RM,10,0,0,0,5,0,3
Walid Cheddira,FW,45,0,0,0,13,0,8
Alejo Véliz,FW,45,0,0,0,14,0,2
Alex Král,CM,90,0,0,2,34,0.1,12
Pol Lozano,CM,66,0,0,0,26,0,10
José Gragera,CM,24,0,0,0,18,0,7
Jofre,"CM,LM",75,0,0,3,26,0.2,14
Irvin Cardona,LM,15,0,0,0,5,0,3
Carlos Romero,LB,90,0,0,1,42,0,14
Leandro Cabrera,CB,90,0,0,1,46,0,11
Marash Kumbulla,CB,90,0,0,0,29,0,8
Omar El Hilali,"RB,CB",90,0,0,0,39,0,15
Álvaro Tejero,"RB,RM",75,0,0,1,31,0,10
Álvaro Aguado,"FW,RM",15,0,0,0,9,0,4
Joan García,GK,90,0,0,0,37,0,18
Chrisantus Uche,FW,66,0,0,1,35,0.2,25
Borja Mayoral,FW,24,1,0,1,11,0.8,5
Bertuğ Yıldırım,FW,77,0,0,0,19,0,14
Alberto Risco,FW,13,0,0,0,12,0,9
Luis Milla,CM,90,0,0,3,74,0.1,39
Jesús Santiago,CM,45,0,0,1,22,0,13
Alex Sola,CM,45,0,0,1,25,0.2,19
Mauro Arambarri,CM,90,0,0,1,43,0.1,19
Diego Rico,LB,90,0,0,1,84,0,45
Omar Alderete,CB,90,0,0,1,68,0,30
Juan Berrocal,CB,90,0,0,0,54,0,26
Djené,CB,66,0,0,1,54,0,25
Carles Pérez,RB,24,0,0,0,10,0,8
Iglesias,"RB,CB",90,0,0,1,73,0.1,33
David Soria,GK,90,0,0,0,20,0,10
Miguel,FW,73,0,0,1,13,0,8
Sébastien Haller,FW,17,0,0,0,8,0,2
Munir El Haddadi,AM,73,0,0,0,32,0,21
Enric Franquesa,WB,17,0,0,0,8,0,4
Óscar Rodríguez Arnaiz,AM,45,0,0,1,19,0.1,6
Roberto López,AM,45,0,1,1,20,0,9
Renato Tapia,CM,61,0,0,0,39,0,14
Darko Brašanac,CM,29,0,0,0,11,0,3
Seydouba Cissé,CM,90,0,0,0,50,0,27
Juan Cruz,"WB,AM",84,0,0,2,49,0.1,17
Dani Raba,AM,6,0,0,0,5,0,5
Valentin Rosier,WB,90,0,0,0,46,0,8
Matija Nastasić,CB,90,0,0,0,55,0,20
Sergi,CB,90,0,0,0,41,0,15
Jorge Sáenz,CB,90,1,0,1,49,0.4,20
Marko Dmitrović,GK,90,0,0,0,32,0,12
Gorka Guruzeta,FW,76,2,0,3,24,0.2,3
Álvaro djaló,FW,14,1,0,2,7,0.2,4
Álex Berenguer,LW,74,0,1,1,28,0,15
Unai Gómez,LW,16,0,0,0,11,0,5
Iñaki Williams,RW,90,0,1,0,31,0,20
Oihan Sancet,AM,90,0,0,2,40,0.2,24
Beñat Prados,DM,90,0,0,0,52,0,27
Mikel Jauregizar,DM,64,0,0,1,36,0,19
Iñigo Ruiz de Galarreta,DM,26,0,0,0,14,0,9
Adama Boiro,LB,64,0,0,0,27,0,11
Iñigo Lekue,LB,26,0,0,0,16,0,3
Aitor Paredes,CB,90,0,0,0,35,0,10
Daniel Vivian,CB,90,0,0,1,48,0.1,23
Óscar de Marcos,RB,90,0,0,0,58,0,16
Julen Agirrezabala,GK,45,0,0,0,11,0,3
Alex Padilla,GK,45,0,0,0,13,0,5
Anastasios Douvikas,FW,67,0,0,1,11,0,6
Borja Iglesias,FW,23,0,0,2,10,0.1,3
Jonathan Bamba,LW,90,0,0,1,55,0.1,39
Iago Aspas,RW,90,1,0,0,42,0.8,32
Óscar Mingueza,LM,4,0,0,0,2,0,2
Marcos Alonso,LM,86,0,0,1,80,0.1,50
Damián Rodríguez,CM,90,0,0,0,86,0,48
Hugo Sotelo,CM,62,0,0,0,55,0,35
Ilaix Moriba,CM,28,0,0,0,12,0,10
Hugo Álvarez,RM,66,0,0,1,57,0,41
Williot Swedberg,RM,24,0,0,1,7,0.1,5
Jailson Siqueira,CB,62,0,0,0,76,0,60
Carlos Dominguez,CB,28,0,0,1,35,0,29
Carl Starfelt,CB,90,0,0,2,102,0.1,81
Javi Rodríguez,CB,90,0,0,0,117,0,82
Vicente Guaita,GK,90,0,0,0,25,0,18
Ayoze Pérez,FW,90,1,0,2,20,0.8,14
Nicolas Pépé,FW,77,0,1,4,53,0.6,32
Denis Suárez,LM,13,0,0,0,8,0,7
Alex Baena,LM,77,0,0,1,44,0.2,25
Ilias Akhomach,RM,13,0,0,0,6,0,4
Daniel Parejo,CM,69,0,0,1,35,0.2,18
Pape Gueye,CM,21,0,0,0,15,0,11
Santi Comesaña,CM,77,0,0,0,51,0,28
Ramón Terrats,CM,13,0,0,0,9,0,9
Yeremi Pino,RM,62,0,0,2,21,0.1,13
Thierno Barry,"FW,RM",28,0,0,1,5,0.1,3
Sergi Cardona,LB,90,0,0,1,49,0.1,17
Logan Costa,CB,90,0,0,1,41,0.1,22
Eric Bailly,CB,90,0,0,0,28,0,17
Kiko Femenía,RB,90,0,0,0,52,0,34
Diego Conde,GK,90,0,0,0,26,0,20
Robert Lewandowski,FW,90,2,0,3,28,2.3,13
Raphinha,"LW,RM",90,2,0,6,52,1.3,25
Lamine Yamal,RW,90,0,1,2,55,0.2,40
Pedri,LM,58,0,1,1,68,0,44
Marc Casado,LM,32,0,0,0,36,0,24
Eric García,CM,90,0,0,2,63,0.2,27
Pablo Torre,RM,58,1,1,1,41,0.1,25
Pau Victor Delgado,LW,32,0,1,0,12,0,7
Gerard Martín,LB,90,0,0,0,78,0,40
Iñigo Martínez,CB,80,0,0,0,81,0,51
Héctor Fort,RB,10,0,0,0,11,0,5
Sergi Dominguez,CB,58,0,0,0,60,0,38
Pau Cubarsí,CB,32,0,0,0,26,0,13
Jules Koundé,"RB,CB",90,0,0,1,91,0,50
Marc-André ter Stegen,GK,44,0,0,0,17,0,5
Iñaki Peña,GK,46,0,0,0,29,0,19
Randy Nteka,FW,72,0,0,0,26,0,6
James Rodríguez,AM,18,0,0,1,8,0,5
Adri Embarba,LW,64,0,0,3,42,0.1,24
Sergio Camello,"FW,LW,RW",26,0,0,1,15,0.1,6
Jorge de Frutos,"RW,LW",84,0,0,2,42,0.1,23
Iván Balliu,"RB,LW",6,0,0,0,4,0,0
Isaac Palazón Camacho,"AM,RW",84,1,0,3,42,1.3,18
Sergi Guardiola,"FW,RW",6,0,0,0,3,0,3
Unai López,DM,64,0,0,0,58,0,33
Óscar Valentín,DM,26,0,0,0,20,0,7
Pathé Ciss,DM,90,0,0,3,65,0.1,22
Pep Chavarría,LB,90,0,0,0,75,0,44
Abdul Mumin,CB,90,0,0,0,73,0,41
Florian Lejeune,CB,90,0,0,0,76,0,38
Andrei Ratiu,"RB,RW",90,0,1,3,69,0.2,38
Augusto Batalla,GK,90,0,0,0,45,0,27
Julián Álvarez,"LM,FW",90,0,0,2,36,0,20
Alexander Sørloth,FW,84,0,1,1,24,0.1,15
Giuliano Simeone,FW,6,0,0,0,6,0,2
Conor Gallagher,CM,90,1,0,1,61,0.1,28
Koke,CM,90,0,0,0,70,0,37
Marcos Llorente,CM,45,0,0,1,8,0,4
Ángel Correa,RM,45,0,0,1,21,0.1,15
Samuel Lino,LB,45,0,0,1,19,0.1,11
Antoine Griezmann,FW,45,0,0,0,24,0,16
Reinildo Mandava,"LB,CB",90,0,0,0,72,0,34
Axel Witsel,CB,90,0,0,1,85,0,52
César Azpilicueta,CB,44,0,0,1,17,0.1,11
José María Giménez,CB,46,0,0,0,39,0,28
Nahuel Molina,RB,90,0,0,1,68,0,31
Jan Oblak,GK,90,0,0,0,32,0,20
Vitor Roque,FW,68,0,0,4,21,0.4,14
Cédric Bakambu,FW,22,0,0,0,3,0,3
Abde Ezzalzouli,LW,80,0,0,4,59,0.2,36
Juanmi,LW,10,0,0,0,2,0,0
Ezequiel Ávila,RW,68,0,0,0,44,0,24
Pablo Fornals,"DM,RW",22,0,0,0,20,0,13
Giovani Lo Celso,AM,90,1,0,2,76,0.1,51
Marc Roca,DM,90,0,0,2,72,0.2,38
Sergi Altimira,DM,80,0,1,3,70,0.1,41
Aitor Ruibal,RW,10,0,0,1,9,0.1,5
Ricardo Rodríguez,LB,68,0,0,0,60,0,34
Romain Perraud,LB,22,0,0,0,26,0,8
Natan,CB,90,0,0,0,93,0,62
Diego Llorente,CB,90,0,0,0,86,0,62
Héctor Bellerín,RB,90,0,0,0,89,0,68
Rui Silva,GK,90,0,0,0,25,0,17
Cyle Larin,FW,75,0,1,0,37,0,13
Abdón Prats,FW,15,0,0,0,5,0,1
Sergi Darder,LW,86,0,0,0,40,0,19
Toni Lato,LW,4,0,0,0,1,0,0
Roberto Navarro,RW,75,0,0,2,48,0.2,22
Valery Fernández,RW,15,1,0,1,10,0.1,4
Dani Rodríguez,AM,75,1,0,2,32,0.3,16
Chiquinho,AM,15,0,0,0,12,0,6
Samu Costa,DM,90,0,1,2,58,0.4,23
Omar Mascarell,DM,90,0,0,0,50,0,19
Johan Mojica,LB,90,0,0,0,54,0,17
Antonio Raillo,CB,90,0,0,0,57,0,18
Martin Valjent,CB,70,0,0,0,31,0,16
Copete,CB,20,0,0,0,14,0,4
Antonio Sánchez,RB,90,0,0,0,60,0,16
Dominik Greif,GK,90,0,0,0,27,0,8
Kelechi Iheanacho,FW,61,0,0,4,17,0.5,11
Suso,FW,29,0,0,1,28,0,16
Dodi Lukebakio,"LW,RW",90,0,0,3,54,0.1,35
Jesús Navas,RW,60,0,0,0,21,0,11
Chidera Ejuke,LW,30,1,0,2,27,0.2,18
Peque,AM,89,0,0,4,36,1.1,13
Gonzalo Montiel,AM,1,0,0,0,1,0,0
Saúl Ñíguez,DM,52,0,0,3,29,0.2,7
Lucien Agoume,DM,38,0,0,0,36,0,13
Nemanja Gudelj,DM,90,0,0,0,29,0,10
Valentín Barco,LB,89,0,0,4,67,0.1,30
Kike Salas,LB,1,0,0,0,1,0,0
Marcão,CB,89,0,0,0,49,0,26
Loïc Bade,CB,90,0,0,1,55,0,31
Carmona,RB,90,0,0,0,54,0,21
Ørjan Nyland,GK,90,0,0,0,27,0,16
Marcos André,FW,72,0,0,2,16,0.1,13
Víctor Meseguer,"FW,DM",18,0,0,1,13,0.1,5
Amath,LW,45,0,0,0,12,0,7
Iván Sánchez,"RW,AM",45,0,0,1,22,0,11
Darwin Machís,"RW,LW",56,0,0,0,23,0,12
Raúl Moro,"LW,AM",34,0,0,0,17,0,5
Kike Pérez,LM,56,1,0,1,27,0.3,16
Juanmi Latasa,"LM,FW",34,0,0,1,10,0.1,4
Stanko Jurić,CM,85,0,0,0,52,0,20
Mamadou Sylla,"FW,CM",5,0,0,0,2,0,1
Mario Martín,"RM,DM",90,0,1,1,59,0,34
Lucas Oliveira Rosa,LB,90,0,0,1,48,0,21
David Torres,CB,90,0,0,0,40,0,16
Eray Cömert,CB,90,0,0,0,34,0,15
Luis Pérez,RB,90,0,0,0,62,0,16
Karl Jakob Hein,GK,90,0,0,0,32,0,15
Dani Gómez,FW,84,0,0,2,12,0.4,10
Sergi Canós,FW,6,0,0,0,6,0,4
Domingos André Ribeiro Almeida,FW,61,0,0,1,32,0.1,18
Francisco Perez,RM,29,0,0,1,13,0,5
Luis Rioja,LM,90,0,0,1,48,0,30
José Luis García Vayá,CM,90,0,0,1,60,0,25
Enzo Barrenechea,CM,61,0,0,0,38,0,16
Javier Guerra,CM,29,0,0,0,17,0,9
Diego López,"RM,FW",73,0,0,0,27,0,13
Hugo Duro,FW,17,0,0,0,2,0,0
Jesus Vazquez,LB,90,0,0,1,75,0,28
Cristhian Mosquera,CB,90,0,0,1,80,0.1,49
César Tárrega,CB,90,0,0,1,63,0,43
Thierry Correia,RB,73,0,0,0,48,0,25
Dimitri Foulquier,RB,17,0,0,1,14,0,7
Giorgi Mamardashvili,GK,90,0,0,0,27,0,18
Raúl,FW,62,0,0,0,13,0,7
Ante Budimir,FW,28,0,0,2,13,0.1,9
Moi Gómez,"LW,LM",90,0,0,0,42,0,13
Rubén Peña,"RW,LW",76,0,0,2,37,0.2,15
Bryan Zaragoza,RW,14,0,0,0,9,0,4
Aimar Oroz,LM,62,0,0,0,20,0,14
Rubén García,"LW,RW",28,0,0,1,25,0,9
Lucas Torró,CM,90,0,0,2,42,0.1,8
Jon Moncayola,RM,45,0,0,0,24,0,11
Pablo Ibáñez,RM,45,0,0,1,20,0.1,8
Abel,LB,90,0,0,1,57,0,14
Jorge Herrando,CB,90,0,0,0,52,0,30
Enzo Boyomo,CB,90,0,0,0,64,0,36
Jesús Areso,RB,90,0,0,0,59,0,19
Sergio Herrera,GK,90,0,0,0,47,0,20
Kylian Mbappé,FW,79,1,0,1,43,0.6,25
Arda Güler,"RW,RM",11,0,0,0,10,0,2
Vinicius Júnior,LW,89,0,1,3,53,0.2,38
Fran Garcia,LB,1,0,0,0,2,0,1
Rodrygo,RW,68,1,0,2,47,0.1,29
Endrick,"FW,RW",22,0,0,2,12,0.1,7
Jude Bellingham,LM,90,0,1,0,89,0,55
Aurélien Tchouaméni,CM,90,0,0,1,77,0.1,52
Federico Valverde,RM,68,0,0,0,69,0,46
Luka Modrić,"RM,CM",22,0,0,0,21,0,12
Ferland Mendy,"LB,CB",90,0,0,0,79,0,59
Éder Militão,CB,79,0,0,0,106,0,80
Jesús Vallejo,CB,11,0,0,0,16,0,13
Antonio Rüdiger,CB,90,0,0,0,108,0,77
Lucas Vázquez,RB,90,1,1,1,105,0.2,63
Thibaut Courtois,GK,90,0,0,0,36,0,24
Asier Villalibre,FW,70,0,0,0,20,0,10
Kiké,FW,20,1,0,1,7,0.3,6
Luka Romero,"FW,RW",59,0,0,1,18,0,13
Abderrahman Rebbach,LW,31,0,0,2,20,0.1,16
Tomás Conechny,"LM,RW,LW",90,0,0,4,48,0.3,35
Antonio Blanco,"CM,DM",59,0,0,1,41,0,29
Ander Guevara,DM,31,0,1,2,23,0.1,18
Carlos Benavídez,"DM,CM",90,1,1,1,54,0.1,41
Hugo Novoa,"RB,RM",90,0,0,0,43,0,22
Manu Sánchez,LB,70,0,0,0,31,0,15
Pica,CB,20,0,0,0,14,0,8
Moussa Diarra,"CB,LB",90,0,0,0,29,0,20
Abdel Abqar,CB,45,0,0,0,18,0,10
Jon Guridi,AM,45,0,0,0,28,0,18
Santiago Mouriño,"CB,RB",90,0,0,0,37,0,16
Antonio Sivera,GK,90,0,0,0,24,0,8
Abel Ruiz,FW,66,0,0,0,20,0,11
Cristhian Stuani,FW,24,0,0,2,4,0.9,2
Yaser Asprilla,FW,74,0,0,2,45,0.5,32
Gabriel Osei Misehouy,FW,16,0,0,1,10,0.1,7
Bryan Gil,LM,66,0,0,0,43,0,27
Arnaut Danjuma,LM,24,0,0,0,18,0,14
Yangel Herrera,CM,90,0,0,1,81,0.1,54
Iván Martín,CM,90,0,0,1,93,0,55
Viktor Tsyhankov,RM,90,0,0,2,50,0.1,32
Miguel Gutiérrez,LB,90,0,0,1,70,0.2,29
Daley Blind,CB,90,0,0,0,113,0,94
David López,CB,90,0,0,1,119,0,71
Arnau Martinez,RB,90,0,0,0,104,0,56
Paulo Gazzaniga,GK,90,0,0,0,28,0,18
Sergio Camello,FW,77,0,0,0,21,0,14
Randy Nteka,FW,13,0,0,0,8,0,1
Isaac Palazón Camacho,FW,45,0,0,0,24,0,12
Unai López,FW,45,0,0,0,24,0,15
Adri Embarba,LM,59,0,0,0,23,0,9
Álvaro García,LM,31,0,0,1,16,0.4,9
