Player,Position,Minutes,Goals,Assists,Total Shoot,Touches,Expected Goals (xG),Carries
Aitor Paredes,CB,90,0,0,1,73,0.2,40
Daniel Vivian,CB,90,0,0,1,87,0.1,33
Óscar de Marcos,RB,78,0,1,0,63,0,12
Andoni Gorosabel,RB,12,0,0,2,14,0.3,7
Julen Agirrezabala,GK,90,0,0,0,30,0,12
Ezequiel Ávila,FW,45,0,0,1,21,0,14
Assane Diao,RW,45,0,1,1,20,0.1,11
Vitor Roque,FW,71,0,0,0,14,0,10
Cédric Bakambu,FW,19,0,0,1,2,0.4,0
Abde Ezzalzouli,"LW,LM",90,0,0,1,54,0,30
Johnny Cardoso,CM,90,0,0,0,52,0,26
Sergi Altimira,CM,45,0,0,0,43,0,24
Iker Losada,CM,45,0,0,1,25,0.2,10
Pablo Fornals,"CM,RM",90,1,0,2,55,0.1,29
Romain Perraud,LB,90,0,0,0,67,0,40
Diego Llorente,CB,90,0,0,0,98,0,58
Marc Bartra,CB,88,0,0,0,79,0,51
Natan,CB,2,0,0,0,3,0,2
Héctor Bellerín,RB,45,0,0,0,26,0,13
Youssouf Sabaly,RB,45,0,0,0,39,0,17
Rui Silva,GK,90,0,0,0,59,0,34
Anastasios Douvikas,FW,66,1,0,3,25,1.3,11
Borja Iglesias,FW,24,0,0,1,11,0.1,5
Jonathan Bamba,LW,88,0,0,0,53,0,23
Tadeo Allende,FW,2,0,0,0,4,0,3
Iago Aspas,"RW,AM",90,0,1,2,62,0.1,30
Mihailo Ristić,LM,66,0,0,0,40,0,21
Hugo Álvarez,"RM,LM,WB",24,0,0,1,20,0.3,7
Fran Beltrán,CM,74,0,0,1,52,0.1,17
Ilaix Moriba,CM,16,0,0,0,21,0,12
Hugo Sotelo,CM,90,0,0,0,83,0,39
Óscar Mingueza,"RM,LM,WB",90,0,0,1,75,0,35
Marcos Alonso,CB,90,0,0,0,105,0,47
Carl Starfelt,CB,90,0,0,0,73,0,21
Javier Manquillo,CB,45,0,0,0,32,0,13
Javi Rodríguez,CB,45,0,0,1,33,0,14
Vicente Guaita,GK,90,0,0,0,30,0,14
Chrisantus Uche,FW,70,0,0,4,27,0.3,13
Iglesias,"RB,FW",20,0,0,0,22,0,8
Alex Sola,"LW,LM",61,0,0,0,27,0,15
Peter Federico,"RM,LM,RB",29,0,0,0,7,0,4
Carles Pérez,"RM,RW,LM",90,0,0,2,45,0.1,18
Mauro Arambarri,"CM,AM",90,0,0,0,34,0,17
Luis Milla,"CM,DM",90,0,0,2,58,0.1,25
Nabil Aberdin,DM,30,0,0,0,12,0,3
Álvaro Rodríguez,"FW,LM,DM",60,0,0,2,29,0.1,5
Diego Rico,LB,90,0,0,0,55,0,22
Omar Alderete,CB,90,0,0,0,74,0,27
Djené,CB,30,0,0,0,24,0,15
Juan Berrocal,CB,34,0,0,0,36,0,17
Allan Nyom,"RB,CB",90,0,0,0,66,0,27
David Soria,GK,90,0,0,0,40,0,14
Sergio Camello,FW,70,0,0,4,33,0.5,25
Sergi Guardiola,FW,20,0,0,0,10,0,3
Isaac Palazón Camacho,FW,76,0,0,4,33,0.1,17
James Rodríguez,FW,14,0,0,1,16,0,13
Álvaro García,LM,90,0,0,4,63,0.3,44
Gerard Gumbau,CM,70,0,0,1,51,0.2,26
Óscar Trejo,CM,20,0,0,0,30,0,18
Óscar Valentín,CM,90,0,0,1,60,0.3,24
Jorge de Frutos,RM,90,0,0,4,61,0.1,42
Pep Chavarría,LB,76,0,0,2,65,0.4,27
Pedro Díaz,LB,14,0,0,1,23,0,12
Florian Lejeune,CB,90,0,0,5,95,0.1,64
Aridane Hernández,CB,70,0,0,1,59,0,28
Adri Embarba,CB,20,0,0,3,18,0.2,9
Andrei Ratiu,RB,90,0,0,3,91,0.1,54
Augusto Batalla,GK,90,0,0,0,27,0,21
Fábio Silva,FW,78,1,0,1,31,0.2,11
Jaime Mata,FW,12,0,0,2,6,0.4,3
Alberto Moleiro,LW,63,0,0,1,28,0,18
José Campaña,"CM,LW",27,0,0,1,19,0,11
Sandro Ramírez,RW,63,0,1,1,31,0.1,13
Manuel Fuster,"RM,RW",27,1,0,1,15,0.1,6
Dario Essugo,"LM,CM",78,0,0,1,49,0,20
Benito Ramírez,"LM,CM",12,0,0,0,6,0,3
Kirian Rodríguez,"CM,FW",89,0,1,0,50,0,23
Marc Cardona,FW,1,0,0,0,3,0,1
Javier Muñoz,"RM,LM,CM",90,0,0,1,35,0,17
Álex Muñoz,LB,90,0,0,0,54,0,10
Scott McKenna,CB,90,0,0,2,46,0.3,23
Álex Suárez,CB,90,0,0,0,36,0,7
Viti,RB,90,0,0,0,46,0,10
Jasper Cillessen,GK,90,0,0,0,48,0,20
Kylian Mbappé,FW,90,0,0,5,51,0.3,36
Vinicius Júnior,LW,74,3,0,6,61,2,51
Endrick,FW,16,0,0,0,8,0,7
Rodrygo,RW,19,0,0,1,20,0,10
Brahim Díaz,"RW,LM",71,0,1,1,67,0,40
Jude Bellingham,LM,74,1,1,2,58,0.5,34
Arda Güler,RM,16,0,0,0,17,0,9
Eduardo Camavinga,CM,90,0,0,1,67,0.1,41
Federico Valverde,"RB,RM",90,0,0,1,63,0.1,36
Fran Garcia,LB,90,0,0,1,78,0.1,45
Antonio Rüdiger,CB,90,0,0,0,98,0,72
Éder Militão,CB,29,0,0,0,23,0,19
Raúl Asencio,CB,61,0,1,0,51,0,37
Lucas Vázquez,RB,45,0,0,0,37,0,15
Luka Modrić,"RM,CM",45,0,0,0,42,0,28
Andriy Lunin,GK,90,0,1,0,34,0,21
Ante Budimir,FW,70,0,0,0,9,0,2
Moi Gómez,LM,20,0,0,0,14,0,13
Bryan Zaragoza,"LW,RM",81,0,0,0,21,0,17
José Arnaiz,LW,9,0,0,1,5,0,2
Rubén Peña,RW,58,0,0,0,13,0,7
Raúl,FW,32,0,0,0,10,0,7
Aimar Oroz,LM,71,0,0,0,30,0,18
Rubén García,RW,19,0,0,0,14,0,8
Lucas Torró,CM,90,0,0,0,40,0,20
Jon Moncayola,"RM,CM",80,0,0,0,23,0,14
Iker Muñoz,RM,10,0,0,0,6,0,5
Abel,LB,90,0,0,1,53,0,26
Enzo Boyomo,CB,90,0,0,0,43,0,24
Catena,CB,90,0,0,0,47,0,24
Jesús Areso,RB,90,0,0,0,45,0,20
Sergio Herrera,GK,90,0,0,0,35,0,17
Ayoze Pérez,FW,84,0,0,1,25,0,17
Juan Bernat,LM,6,0,1,0,6,0,3
Nicolas Pépé,FW,72,0,1,0,31,0,21
Thierno Barry,FW,18,0,0,1,4,0.1,4
Alex Baena,"LM,FW",90,0,0,2,43,0.1,22
Daniel Parejo,CM,90,1,0,0,74,0.8,32
Pape Gueye,CM,72,0,0,3,39,0.2,23
Santi Comesaña,CM,18,1,0,1,14,0.2,5
Ilias Akhomach,RM,45,1,0,2,24,0.1,17
Yeremi Pino,RM,45,0,0,0,21,0,13
Sergi Cardona,LB,90,0,0,2,50,0.1,27
Logan Costa,CB,90,0,0,0,77,0,39
Raúl Albiol,CB,90,0,0,0,83,0,51
Kiko Femenía,RB,23,0,0,0,26,0,15
Pau Navarro,RB,67,0,0,0,65,0,21
Diego Conde,GK,90,0,0,0,49,0,33
Kiké,FW,75,0,0,1,22,0.1,15
Toni Martínez,FW,15,0,0,0,3,0,1
Abderrahman Rebbach,LW,51,0,0,1,20,0,8
Carlos Martín,LW,39,0,0,1,14,0,12
Carlos Vicente,RW,76,0,0,1,25,0,17
Tomás Conechny,RW,14,0,0,0,6,0,4
Jon Guridi,AM,67,0,0,1,18,0.2,10
Stoichkov,AM,23,0,0,0,8,0,5
Antonio Blanco,DM,90,0,0,1,50,0,27
Ander Guevara,DM,67,0,0,0,34,0,16
Joan Jordán,DM,23,0,0,0,26,0,19
Manu Sánchez,LB,90,0,0,1,47,0,19
Pica,CB,90,0,0,1,42,0.1,18
Abdel Abqar,CB,90,0,0,0,40,0,25
Nahuel Tenaglia,RB,90,0,0,1,47,0,24
Antonio Sivera,GK,90,0,0,0,31,0,17
Miguel,FW,90,1,0,2,18,0.9,5
Munir El Haddadi,"LW,RW",90,0,0,2,38,0.1,12
Juan Cruz,RW,75,0,0,1,25,0,12
Óscar Rodríguez Arnaiz,"AM,LW",15,0,0,1,13,0,7
Darko Brašanac,"AM,LW,DM",90,0,0,1,50,0,15
Seydouba Cissé,DM,88,0,0,0,46,0,20
Roberto López,AM,2,0,0,0,1,0,1
Renato Tapia,DM,75,0,0,0,45,0,20
Julián Chicco,DM,15,0,0,0,9,0,4
Enric Franquesa,LB,66,0,0,0,44,0,22
Javi Hernández,LB,24,0,0,0,13,0,4
Matija Nastasić,CB,90,0,0,0,66,0,30
Sergi,CB,90,0,0,0,66,0,30
Adrià Altimira,RB,90,0,0,0,47,0,18
Marko Dmitrović,GK,90,0,0,0,45,0,20
Isaac Romero,FW,90,0,0,2,43,0.1,18
Kelechi Iheanacho,LW,72,0,0,1,29,0.1,16
Jesús Navas,"LW,RB",18,0,0,0,16,0,7
Dodi Lukebakio,RW,90,0,0,6,47,0.2,28
Albert Sambi Lokonga,LM,90,0,0,2,71,0.1,31
Lucien Agoume,CM,79,0,0,0,54,0,19
Djibril Sow,RM,87,0,0,1,52,0,27
Peque,"CM,RM",3,0,0,0,2,0,2
Adrià Pedrosa,LB,90,0,0,0,43,0,19
Kike Salas,CB,90,0,0,1,72,0,31
Nemanja Gudelj,CB,90,0,0,0,79,0,40
Carmona,RB,87,0,0,0,75,0,31
Juanlu Sánchez,RM,3,0,0,0,5,0,1
Álvaro Fernández,GK,90,0,0,0,48,0,28
Vitor Roque,FW,90,1,0,5,22,0.5,17
Iker Losada,"FW,CM",85,0,0,2,42,0.1,32
Cédric Bakambu,FW,5,0,0,0,3,0,1
Abde Ezzalzouli,LM,85,0,0,2,47,0.2,33
Ezequiel Ávila,RM,5,0,0,1,9,0,4
Johnny Cardoso,CM,55,0,1,0,49,0,34
Giovani Lo Celso,CM,35,0,1,1,38,0,23
Sergi Altimira,"CM,DM",90,0,0,2,100,0.1,78
Pablo Fornals,RM,74,0,0,1,51,0.1,33
Juanmi,"LM,RM",16,0,0,0,9,0,5
Romain Perraud,LB,90,0,0,2,80,0,48
Natan,CB,90,0,0,1,84,0,59
Diego Llorente,CB,54,0,0,0,50,0,35
Marc Bartra,CB,36,1,0,2,27,0.3,16
Youssouf Sabaly,RB,90,0,0,0,84,0,54
Rui Silva,GK,90,0,0,0,29,0,23
Borja Iglesias,FW,66,0,0,0,18,0,13
Anastasios Douvikas,FW,24,1,0,1,12,0.9,6
Iago Aspas,AM,78,0,0,1,36,0.2,27
Williot Swedberg,AM,12,0,1,0,10,0,8
Jonathan Bamba,AM,90,0,0,0,52,0,34
Fran Beltrán,CM,90,0,0,0,43,0,30
Hugo Sotelo,CM,45,0,0,0,23,0,15
Javier Manquillo,CB,45,0,0,0,34,0,21
Mihailo Ristić,WB,45,0,0,0,26,0,16
Ilaix Moriba,CM,45,0,0,0,28,0,14
Óscar Mingueza,WB,57,0,0,0,40,0,27
Hugo Álvarez,WB,33,0,0,0,25,0,19
Marcos Alonso,CB,90,0,0,0,82,0,53
Carl Starfelt,CB,90,0,0,0,63,0,44
Javi Rodríguez,"WB,CB",90,1,0,1,64,0.1,42
Vicente Guaita,GK,90,0,0,0,37,0,18
Vedat Muriqi,FW,90,0,0,5,28,0.2,12
Cyle Larin,FW,68,0,0,1,12,0.1,8
Abdón Prats,FW,22,0,0,2,8,0.1,6
Sergi Darder,LM,68,0,0,1,50,0,28
Chiquinho,LM,22,0,0,1,13,0.1,6
Samu Costa,CM,90,0,0,1,90,0,53
Manu Morlanes,CM,82,0,0,0,69,0,39
Daniel Luna,RM,8,0,0,0,10,0,6
Roberto Navarro,RM,74,0,0,1,39,0,24
Antonio Sánchez,"RB,RM",16,0,0,0,22,0,16
Johan Mojica,LB,90,0,0,0,65,0,34
Antonio Raillo,CB,90,0,0,0,91,0,57
Martin Valjent,CB,90,0,0,1,84,0,54
Pablo Maffeo,RB,74,0,0,0,54,0,30
Dani Rodríguez,"CM,RM",16,0,0,0,12,0,9
Dominik Greif,GK,90,0,0,0,26,0,14
Julián Álvarez,FW,61,1,0,4,33,0.4,28
Alexander Sørloth,FW,29,0,0,0,14,0,8
Antoine Griezmann,FW,61,0,0,0,38,0,21
Rodrigo De Paul,CM,29,0,0,1,17,0,15
Rodrigo Riquelme,LM,85,0,0,3,46,0.1,34
Conor Gallagher,LM,5,0,0,1,7,0.1,4
Koke,CM,90,0,0,0,72,0,47
Pablo Barrios,"CM,RM",90,0,0,0,45,0,37
Giuliano Simeone,RM,61,0,1,0,38,0,24
Ángel Correa,FW,29,0,0,0,10,0,7
Reinildo Mandava,LB,90,0,0,0,80,0,52
Clément Lenglet,CB,62,0,0,0,39,0,28
Axel Witsel,CB,28,0,0,0,21,0,10
José María Giménez,CB,90,0,0,0,51,0,37
Nahuel Molina,RB,90,0,0,0,80,0,54
Jan Oblak,GK,90,0,0,0,24,0,14
Chrisantus Uche,FW,84,0,0,0,33,0,16
Carles Aleñá,FW,6,0,0,0,1,0,0
Carles Pérez,"LW,RM",63,0,0,2,27,0.1,15
Álvaro Rodríguez,LW,27,0,0,0,13,0,7
Allan Nyom,"RW,RB",63,0,0,1,25,0,19
Alex Sola,RW,27,0,0,0,10,0,6
Luis Milla,"AM,DM,CM",90,0,0,1,68,0,40
Mauro Arambarri,"DM,CM",90,0,0,0,53,0,31
Jesús Santiago,DM,45,0,0,0,14,0,6
Bertuğ Yıldırım,"AM,FW",45,0,0,1,12,0.4,6
Diego Rico,"LB,LM",90,0,0,1,75,0,31
Omar Alderete,CB,90,0,0,1,68,0,36
Domingos Duarte,CB,90,0,0,0,63,0,40
Iglesias,"RB,LB",90,0,0,1,64,0,21
David Soria,GK,90,0,0,0,21,0,14
Bojan Miovski,FW,72,0,0,0,9,0,4
Cristhian Stuani,FW,18,0,0,0,9,0,3
Miguel Gutiérrez,LW,90,0,0,0,40,0,19
Bryan Gil,RW,88,0,1,0,47,0,27
Kim Minsu,RW,2,0,0,0,5,0,4
Donny van de Beek,AM,72,0,0,1,18,0,10
Silvi Clúa,AM,18,0,0,1,15,0,5
Oriol Romeu,DM,90,0,0,0,65,0,29
Yangel Herrera,DM,72,1,0,1,39,0.1,19
Ferrán Ruiz,DM,18,0,0,0,9,0,5
Daley Blind,LB,90,0,0,0,81,0,40
David López,CB,90,0,0,0,84,0,55
Juanpe,CB,90,0,0,0,96,0,49
Arnau Martinez,RB,90,0,0,0,53,0,9
Paulo Gazzaniga,GK,90,0,0,0,46,0,29
Mamadou Sylla,FW,61,0,0,0,14,0,5
Marcos André,FW,29,0,0,1,10,0.1,3
Anuar,LM,60,0,0,0,20,0,6
Iván Sánchez,"RM,LM",30,0,1,0,10,0,4
Kike Pérez,CM,75,0,0,1,40,0,9
Mario Martín,CM,15,0,0,0,6,0,4
Stanko Jurić,CM,88,0,0,0,26,0,10
Eray Cömert,CM,2,0,0,0,3,0,0
Raúl Moro,"RM,LM",88,1,0,2,23,0.3,16
Víctor Meseguer,LM,2,0,0,0,1,0,1
Lucas Oliveira Rosa,LB,90,0,0,1,38,0.2,15
David Torres,CB,90,0,0,0,52,0,24
Javi Sánchez,CB,90,0,0,0,40,0,25
Abdulai Juma Bah,CB,90,0,0,1,44,0,18
Luis Pérez,RB,90,0,0,0,44,0,14
Karl Jakob Hein,GK,90,0,0,0,50,0,23
Álex Berenguer,"FW,AM",63,0,0,2,27,0.1,12
Gorka Guruzeta,FW,27,1,0,2,10,0.5,5
Nico Williams,"LW,AM",90,0,0,3,65,0.4,48
Nicolás Serrano,RW,79,0,0,2,38,0.1,18
Javi Martón,AM,11,0,0,0,2,0,2
Unai Gómez,AM,45,0,0,1,13,0,6
Álvaro djaló,"FW,LW,RW",45,0,0,4,23,0.2,16
Beñat Prados,DM,45,0,0,1,45,0,25
Mikel Vesga,DM,45,0,0,0,51,0,29
Mikel Jauregizar,DM,45,0,0,0,37,0,18
Iñigo Ruiz de Galarreta,DM,45,0,1,0,54,0,38
Adama Boiro,LB,90,0,0,1,65,0,34
Aitor Paredes,CB,90,0,0,0,86,0,53
Yeray Álvarez,CB,90,0,0,1,74,0,44
Óscar de Marcos,RB,90,0,0,0,81,0,43
Julen Agirrezabala,GK,90,0,0,0,31,0,21
Mikel Oyarzabal,FW,61,0,0,3,17,1,9
Orri Steinn Óskarsson,FW,29,0,0,1,12,0,4
Sheraldo Becker,LM,60,1,0,3,19,0.4,9
Ander Barrenetxea,LM,30,0,0,1,16,0.1,10
Brais Méndez,CM,90,0,0,2,46,0.2,21
Luka Sučić,CM,60,0,1,1,30,0,13
Sergio Gómez,CM,30,0,0,0,15,0,6
Takefusa Kubo,RM,90,0,0,2,36,0.1,21
Martín Zubimendi,DM,90,0,0,0,37,0,13
Aihen Muñoz,LB,83,0,0,0,33,0,18
Javi López,LB,7,0,0,0,2,0,0
Nayef Aguerd,CB,90,0,0,0,34,0,12
Igor Zubeldia,CB,90,0,0,1,43,0.1,15
Jon Aramburu,RB,60,0,0,0,41,0,21
Aritz Elustondo,RB,30,0,0,0,17,0,1
Álex Remiro,GK,90,0,0,0,33,0,19
Robert Lewandowski,FW,90,0,0,0,27,0,17
Raphinha,LW,90,0,0,1,55,0,29
Fermin López,RW,68,0,0,2,31,0.2,19
Ansu Fati,RW,22,0,0,0,10,0,10
Pedri,"AM,DM",89,0,0,1,68,0,50
Pau Victor Delgado,DM,1,0,0,0,2,0,2
Frenkie de Jong,DM,45,0,0,1,35,0,22
Dani Olmo,"AM,DM",45,0,0,2,24,0.1,19
Marc Casado,"DM,RB",90,0,0,1,83,0,49
Alejandro Balde,LB,90,0,0,0,85,0,55
Iñigo Martínez,CB,90,0,0,1,115,0,79
Pau Cubarsí,CB,90,0,0,2,94,0.2,68
Jules Koundé,RB,83,0,0,0,50,0,24
Gavi,DM,7,0,0,0,13,0,8
Iñaki Peña,GK,90,0,0,0,79,0,57
Chrisantus Uche,FW,90,0,0,4,31,0.1,20
Bertuğ Yıldırım,FW,64,0,0,1,19,0.1,5
Álvaro Rodríguez,FW,26,1,0,1,10,0.1,5
Carles Pérez,LM,88,0,0,0,25,0,13
Jesús Santiago,LM,2,0,0,0,1,0,1
Luis Milla,CM,90,0,0,2,74,0.1,43
Mauro Arambarri,"CM,AM",90,0,0,0,47,0,23
Alex Sola,RM,54,0,0,0,30,0,22
Iglesias,"RB,RM",36,0,0,0,26,0,10
Diego Rico,LB,90,0,0,0,61,0,28
Omar Alderete,CB,90,0,0,0,46,0,25
Djené,"CB,RB",90,0,0,0,46,0,29
Allan Nyom,"RB,RM",88,1,1,4,57,0.3,26
Domingos Duarte,CB,2,0,0,0,1,0,0
David Soria,GK,90,0,0,0,26,0,9
Mamadou Sylla,"FW,LM,AM",84,0,0,1,18,0.4,8
Marcos André,AM,6,0,0,0,2,0,1
Anuar,LM,65,0,0,0,24,0,8
Juanmi Latasa,FW,25,0,0,0,9,0,4
Kike Pérez,"CM,DM",90,0,0,1,54,0,14
Stanko Jurić,CM,65,0,0,1,29,0.5,5
Mario Martín,"DM,CM",25,0,0,0,16,0,6
Raúl Moro,"RM,LW",90,0,0,1,24,0,10
Lucas Oliveira Rosa,LB,90,0,0,0,44,0,12
Cenk Özkacar,CB,90,0,0,1,56,0.1,17
Javi Sánchez,CB,73,0,0,0,23,0,10
Iván Sánchez,"RW,CB",17,0,0,0,11,0,8
Abdulai Juma Bah,CB,90,0,0,0,31,0,12
Luis Pérez,RB,90,0,0,1,40,0,12
Karl Jakob Hein,GK,90,0,0,0,40,0,16
Hugo Duro,FW,73,2,1,3,27,0.8,16
Dani Gómez,FW,17,0,0,0,3,0,2
Diego López,LM,73,1,0,3,34,0.2,20
Germán Valera,LM,17,0,0,1,11,0.1,8
Javier Guerra,CM,81,0,1,1,59,0,24
Domingos André Ribeiro Almeida,CM,9,0,0,0,1,0,1
Enzo Barrenechea,CM,74,0,0,1,63,0,29
Hugo Guillamón,CM,16,0,0,0,10,0,5
Luis Rioja,RM,89,0,0,1,45,0,26
Francisco Perez,RM,1,0,0,0,6,0,5
José Luis Gayà,LB,90,0,0,0,59,0,35
Yarek Gasiorowski,CB,90,0,0,0,57,0,23
Cristhian Mosquera,CB,90,0,0,0,56,0,33
César Tárrega,CB,90,1,0,1,53,0.4,22
Dimitri Foulquier,RB,90,0,0,0,46,0,20
Giorgi Mamardashvili,GK,90,0,0,0,36,0,25
Vitor Roque,FW,80,0,0,0,23,0,8
Assane Diao,RM,10,0,0,0,6,0,3
Abde Ezzalzouli,"LW,LM",67,0,0,2,40,0.6,25
Juanmi,LM,23,0,0,0,6,0,4
Aitor Ruibal,RW,57,0,0,0,26,0,11
Cédric Bakambu,FW,33,0,1,2,11,0.4,8
Iker Losada,AM,56,0,0,0,16,0,8
Ezequiel Ávila,"RM,FW",34,1,0,2,17,0.1,6
Carlos Guirao,DM,56,0,0,0,29,0,15
Giovani Lo Celso,CM,34,0,0,0,42,0,24
Sergi Altimira,"DM,CM",90,0,0,0,73,0,46
Romain Perraud,LB,90,0,0,0,67,0,40
Natan,CB,90,0,0,0,67,0,35
Marc Bartra,CB,90,0,0,1,71,0.1,46
Youssouf Sabaly,RB,90,0,0,0,73,0,37
Rui Silva,GK,90,0,0,0,38,0,25
Antoine Griezmann,"AM,FW",90,1,0,1,60,0.8,30
Ángel Correa,"FW,AM",58,0,0,0,27,0,14
Julián Álvarez,AM,32,0,0,0,15,0,12
Samuel Lino,"LM,WB",63,0,0,2,43,0.2,31
Rodrigo De Paul,"CM,WB",27,0,1,0,38,0,24
Koke,CM,69,0,0,1,78,0,38
Rodrigo Riquelme,WB,21,0,0,0,12,0,9
Pablo Barrios,CM,90,0,0,0,76,0,44
Marcos Llorente,RM,45,0,0,2,38,0,25
Giuliano Simeone,WB,45,0,0,1,44,0,20
Javi Galán,LB,45,0,0,0,34,0,17
Alexander Sørloth,FW,45,1,0,2,12,0.2,8
Clément Lenglet,CB,90,0,0,1,77,0.3,49
Axel Witsel,CB,90,0,0,0,92,0,59
César Azpilicueta,"CB,RB",90,0,0,0,95,0,44
Jan Oblak,GK,90,0,0,0,20,0,12
Kiké,FW,72,0,0,0,19,0,9
Toni Martínez,FW,18,0,0,1,9,0,1
Carlos Martín,"LW,LM",84,0,0,1,30,0,16
Tomás Conechny,LM,6,0,0,0,6,0,4
Carlos Vicente,"RW,RM",90,0,0,0,28,0,12
Jon Guridi,AM,71,1,0,0,25,0.8,9
Moussa Diarra,CB,19,0,0,0,9,0,6
Antonio Blanco,"DM,CM",90,0,0,0,36,0,20
Ander Guevara,"DM,CM",90,0,0,0,47,0,19
Manu Sánchez,LB,87,0,0,0,37,0,12
Stoichkov,LB,3,0,0,0,3,0,3
Santiago Mouriño,CB,84,0,0,1,30,0,13
Aleksandar Sedlar,CB,6,0,0,0,8,0,5
Abdel Abqar,CB,90,0,0,0,45,0,18
Nahuel Tenaglia,RB,90,0,0,0,36,0,16
Antonio Sivera,GK,90,0,0,0,41,0,20
Fábio Silva,"FW,AM",90,1,0,2,40,0.9,17
Manuel Fuster,LW,60,0,0,1,31,0,14
Alberto Moleiro,LW,30,0,0,2,20,0.1,17
Sandro Ramírez,RW,88,0,0,2,37,0.1,15
Oliver McBurnie,FW,2,0,0,0,5,0,1
Kirian Rodríguez,AM,75,0,0,1,50,0,25
Jaime Mata,"FW,RW",15,0,0,1,12,0,4
José Campaña,DM,60,0,0,0,52,0,23
Javier Muñoz,DM,30,0,0,0,27,0,16
Dario Essugo,DM,90,1,0,2,66,0,40
Álex Muñoz,LB,60,0,0,0,33,0,13
Benito Ramírez,LB,30,0,0,0,30,0,13
Scott McKenna,CB,90,0,0,1,60,0.1,31
Álex Suárez,CB,90,0,0,0,55,0,29
Viti,RB,90,0,0,0,74,0,35
Jasper Cillessen,GK,90,0,0,0,33,0,24
Vedat Muriqi,FW,87,0,0,2,25,0.4,4
Dani Rodríguez,FW,70,1,0,1,26,0.6,11
Antonio Sánchez,"RB,RM,FW",20,0,0,0,6,0,3
Sergi Darder,LM,85,0,0,1,32,0,13
Chiquinho,RM,5,0,0,0,1,0,1
Samu Costa,CM,90,0,1,0,42,0,19
Manu Morlanes,"CM,FW",90,0,0,1,51,0,20
Roberto Navarro,RM,75,1,0,2,33,0.3,12
Omar Mascarell,CM,15,0,0,1,6,0.1,1
Johan Mojica,LB,90,1,1,1,50,0.3,17
Antonio Raillo,CB,70,0,0,0,35,0,12
Copete,CB,20,0,0,0,5,0,0
Martin Valjent,CB,90,0,0,0,45,0,23
Mateu Morey,RB,85,0,0,0,51,0,17
Valery Fernández,LM,5,0,0,0,1,0,0
Dominik Greif,GK,90,0,0,0,31,0,13
Bojan Miovski,FW,70,2,1,3,22,2,13
Cristhian Stuani,FW,20,0,0,0,6,0,2
Bryan Gil,LW,71,1,2,1,41,0.1,23
Arnaut Danjuma,LW,19,0,0,0,9,0,9
Yaser Asprilla,RW,59,0,0,2,45,0.1,24
Viktor Tsyhankov,RW,31,0,0,2,28,0.1,20
Donny van de Beek,AM,59,0,1,2,38,0.2,21
Iván Martín,AM,31,0,0,0,46,0,28
Miguel Gutiérrez,DM,81,0,0,1,84,0,39
Silvi Clúa,DM,9,0,0,0,9,0,6
Oriol Romeu,DM,90,0,0,0,84,0,36
Daley Blind,LB,90,0,0,0,114,0,50
Ladislav Krejčí,CB,90,1,0,1,115,0.8,53
David López,CB,90,0,0,0,115,0,49
Arnau Martinez,RB,90,0,0,0,82,0,38
Paulo Gazzaniga,GK,90,0,0,0,49,0,30
Alejo Véliz,FW,63,0,0,0,15,0,2
Irvin Cardona,FW,27,0,0,2,12,0.1,5
Javi Puado,"LW,LM",90,1,0,1,26,0,18
Alex Král,"DM,CM",90,0,0,0,30,0,18
Rafael Bauza,"CM,DM",63,0,0,2,33,0,18
Álvaro Aguado,DM,27,0,0,2,15,0.2,11
Jofre,"AM,RM",90,0,1,1,34,0,15
Carlos Romero,LB,45,0,0,0,20,0,9
Brian Oliván,LB,45,0,0,0,20,0,7
Leandro Cabrera,CB,90,0,0,0,35,0,15
Sergi Gómez,CB,63,0,0,0,26,0,12
Marash Kumbulla,CB,27,0,0,1,10,0,6
Omar El Hilali,"RB,CB",90,0,0,0,39,0,9
Álvaro Tejero,"RB,RW",80,0,0,0,25,0,9
Pol Lozano,RW,10,0,0,0,2,0,0
Joan García,GK,90,0,0,0,27,0,13
Anastasios Douvikas,FW,74,0,0,0,12,0,8
Borja Iglesias,FW,16,0,0,2,6,0.5,4
Iago Aspas,FW,89,0,0,2,42,0.6,32
Pablo Durán,FW,1,0,0,0,5,0,4
Jonathan Bamba,LM,61,0,0,2,28,0.3,22
Alfon,LM,29,1,0,2,13,0.5,11
Ilaix Moriba,CM,90,0,0,1,44,0,31
Fran Beltrán,CM,74,0,0,0,35,0,21
Hugo Sotelo,CM,16,0,0,0,17,0,12
Hugo Álvarez,RM,90,1,0,3,47,0.6,27
Óscar Mingueza,LB,90,0,0,1,75,0,43
Marcos Alonso,CB,90,0,0,2,58,0.1,39
Carl Starfelt,CB,90,0,0,0,55,0,28
Javi Rodríguez,RB,90,0,1,0,65,0,30
Vicente Guaita,GK,90,0,0,0,38,0,27
Robert Lewandowski,FW,88,1,0,1,27,0.4,14
Pau Victor Delgado,FW,2,0,0,0,2,0,2
Dani Olmo,LW,88,0,0,1,60,0,25
Pablo Torre,LW,2,0,0,0,4,0,1
Raphinha,RW,90,1,0,5,47,0.9,33
Gavi,AM,74,0,0,0,64,0,33
Frenkie de Jong,AM,16,0,0,0,11,0,7
Marc Casado,DM,81,0,0,1,86,0,37
Pedri,DM,74,0,0,0,38,0,20
Fermin López,DM,16,0,0,1,13,0.3,5
